longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,bedrooms_per_household,population_per_household,bedrooms_per_room,household_density,room_density,distance_to_LA,distance_to_SF,distance_to_SD,coastal_proximity,income_per_person,income_squared,income_log,age_squared,age_log,income_age_interaction,income_rooms_interaction,~income_bin,~age_bin,~pop_density_bin,~ocean_proximity_INLAND,~ocean_proximity_ISLAND,~ocean_proximity_NEAR BAY,~ocean_proximity_NEAR OCEAN,median_house_value
-119.7,36.8,34,1768,303,888,314,3.8088,5.630573248,0.964968153,2.828025478,0.17138009,0.353603604,1.990990991,3.109857638,2.888869393,4.809107994,119.7,1.346805405,14.50695744,1.570447573,1156,3.555348061,129.4992,21.44572739,1,2,0,1,0,0,0,87700
-119.71,36.79,34,1891,323,966,355,3.6681,5.326760563,0.909859155,2.721126761,0.170809096,0.367494824,1.957556936,3.105734137,2.882859062,4.805914242,119.71,1.348007764,13.45495761,1.540752137,1156,3.555348061,124.7154,19.53909042,1,2,0,1,0,0,0,82000
-119.73,36.8,15,2376,538,1197,510,3.1417,4.658823529,1.054901961,2.347058824,0.226430976,0.426065163,1.984962406,3.124018651,2.860647194,4.825013337,119.73,1.338568922,9.87027889,1.421106332,225,2.772588722,47.1255,14.63662588,0,1,0,1,0,0,0,74600
-119.72,36.8,16,2396,526,1338,518,2.1653,4.625482625,1.015444015,2.583011583,0.219532554,0.387144993,1.790732436,3.119273398,2.870050587,4.81969664,119.72,0.838285052,4.68852409,1.152247838,256,2.833213344,34.6448,10.01555753,0,1,0,1,0,0,0,78800
-119.72,36.8,15,3045,689,1340,588,3.1953,5.178571429,1.171768707,2.278911565,0.226272578,0.43880597,2.27238806,3.119273398,2.870050587,4.81969664,119.72,1.402116716,10.20994209,1.433964851,225,2.772588722,47.9295,16.54708929,0,1,0,1,0,0,0,85700
-119.71,36.8,17,2056,366,1259,367,3.9338,5.602179837,0.997275204,3.430517711,0.178015564,0.291501191,1.633042097,3.114553023,2.879457999,4.814394843,119.71,1.146707387,15.47478244,1.596109482,289,2.890371758,66.8746,22.03785504,1,1,0,1,0,0,0,84700
-119.71,36.8,17,1415,267,861,293,3.25,4.829351536,0.911262799,2.938566553,0.18869258,0.340301974,1.643437863,3.114553023,2.879457999,4.814394843,119.71,1.105981417,10.5625,1.446918983,289,2.890371758,55.25,15.69539249,0,1,0,1,0,0,0,81400
-119.71,36.81,9,1122,290,662,284,2.0536,3.950704225,1.021126761,2.330985915,0.258467023,0.429003021,1.694864048,3.123379024,2.876087685,4.822881265,119.71,0.881000604,4.21727296,1.116321222,81,2.302585093,18.4824,8.113166197,0,0,0,1,0,0,0,55000
-119.7,36.8,31,1746,321,1186,360,2.6932,4.85,0.891666667,3.294444444,0.183848797,0.303541315,1.472175379,3.109857638,2.888869393,4.809107994,119.7,0.81749747,7.25332624,1.306493291,961,3.465735903,83.4892,13.06202,0,2,0,1,0,0,0,66400
-119.71,36.8,25,875,156,646,166,3,5.271084337,0.939759036,3.891566265,0.178285714,0.256965944,1.354489164,3.114553023,2.879457999,4.814394843,119.71,0.770897833,9,1.386294361,625,3.258096538,75,15.81325301,0,1,0,1,0,0,0,72800
-119.72,36.8,23,2128,442,1047,450,2.625,4.728888889,0.982222222,2.326666667,0.207706767,0.429799427,2.032473734,3.119273398,2.870050587,4.81969664,119.72,1.128223496,6.890625,1.287854288,529,3.17805383,60.375,12.41333333,0,1,0,1,0,0,0,71500
-119.73,36.8,24,1316,249,781,260,3.7578,5.061538462,0.957692308,3.003846154,0.189209726,0.33290653,1.685019206,3.124018651,2.860647194,4.825013337,119.73,1.250996159,14.12106084,1.559785377,576,3.218875825,90.1872,19.02024923,1,1,0,1,0,0,0,69200
-119.72,36.81,15,2175,564,1194,482,2.6767,4.512448133,1.170124481,2.477178423,0.259310345,0.403685092,1.82160804,3.128086081,2.866669212,4.828173744,119.72,1.080543886,7.16472289,1.302015611,225,2.772588722,40.1505,12.07846992,0,1,0,1,0,0,0,87500
-119.73,36.77,24,4410,939,2362,862,2.9406,5.116009281,1.089327146,2.740139211,0.21292517,0.364944962,1.867061812,3.097664367,2.871009643,4.799645372,119.73,1.073157155,8.64712836,1.371332996,576,3.218875825,70.5744,15.04413689,0,1,0,1,0,0,0,73000
-119.74,36.77,30,2427,482,1375,518,2.5737,4.685328185,0.930501931,2.654440154,0.198599094,0.376727273,1.765090909,3.102474904,2.861644347,4.805005068,119.74,0.969582982,6.62393169,1.273601474,900,3.433987204,77.211,12.05862915,0,2,0,1,0,0,0,76900
-119.75,36.77,32,1962,399,1005,392,2.6726,5.005102041,1.017857143,2.56377551,0.203363914,0.390049751,1.952238806,3.107310176,2.852283361,4.81037958,119.75,1.042446965,7.14279076,1.300899858,1024,3.496507561,85.5232,13.37663571,0,2,0,1,0,0,0,70400
-119.75,36.78,35,1129,220,474,242,2.4405,4.665289256,0.909090909,1.958677686,0.19486271,0.510548523,2.38185654,3.116060418,2.848775591,4.818810818,119.75,1.245993671,5.95604025,1.23561681,1225,3.583518938,85.4175,11.38563843,0,2,0,1,0,0,0,74300
-119.75,36.78,33,1145,197,508,198,2.3333,5.782828283,0.994949495,2.565656566,0.172052402,0.38976378,2.253937008,3.116060418,2.848775591,4.818810818,119.75,0.909435827,5.44428889,1.203962804,1089,3.526360525,76.9989,13.49307323,0,2,0,1,0,0,0,81300
-119.74,36.78,27,4049,947,2254,882,2.2467,4.590702948,1.073696145,2.555555556,0.23388491,0.391304348,1.796362023,3.111238745,2.858148066,4.81344572,119.74,0.879143478,5.04766089,1.177639096,729,3.33220451,60.6609,10.31393231,0,2,0,1,0,0,0,70700
-119.76,36.77,36,2507,466,1227,474,2.785,5.289029536,0.983122363,2.588607595,0.185879537,0.386308068,2.043194784,3.112170068,2.842926726,4.815768859,119.76,1.075867971,7.756225,1.331045887,1296,3.610917913,100.26,14.72994726,0,2,0,1,0,0,0,72300
-119.76,36.77,38,3804,814,2142,816,2.1439,4.661764706,0.99754902,2.625,0.213985279,0.380952381,1.775910364,3.112170068,2.842926726,4.815768859,119.76,0.81672381,4.59630721,1.145464067,1444,3.663561646,81.4682,9.994357353,0,2,0,1,0,0,0,60200
-119.77,36.77,38,3065,658,1441,625,2.0564,4.904,1.0528,2.3056,0.214681892,0.433726579,2.126995142,3.117054464,2.833574486,4.821172855,119.77,0.891915337,4.22878096,1.117237753,1444,3.663561646,78.1432,10.0845856,0,2,0,1,0,0,0,64700
-119.77,36.78,36,3616,779,1994,786,2.5434,4.600508906,0.991094148,2.536895674,0.215431416,0.394182548,1.813440321,3.125777428,2.830043528,4.829585251,119.77,1.002563892,6.46888356,1.265086718,1296,3.610917913,91.5624,11.70093435,0,2,0,1,0,0,0,67300
-119.77,36.78,40,1411,284,609,296,1.9375,4.766891892,0.959459459,2.057432432,0.201275691,0.486042693,2.316912972,3.125777428,2.830043528,4.829585251,119.77,0.941707718,3.75390625,1.077558879,1600,3.713572067,77.5,9.235853041,0,3,0,1,0,0,0,67700
-119.77,36.77,29,2554,705,2669,655,1.2176,3.899236641,1.076335878,4.07480916,0.276037588,0.245410266,0.956912701,3.117054464,2.833574486,4.821172855,119.77,0.29881154,1.48254976,0.79642553,841,3.401197382,35.3104,4.747710534,0,2,0,1,0,0,0,61900
-119.78,36.77,45,1315,256,666,240,2.3562,5.479166667,1.066666667,2.775,0.194676806,0.36036036,1.974474474,3.121963249,2.824226685,4.82659152,119.78,0.849081081,5.55167844,1.210809382,2025,3.828641396,106.029,12.9100125,0,3,0,1,0,0,0,58100
-119.78,36.78,37,2185,455,1143,438,1.9784,4.988584475,1.038812785,2.609589041,0.208237986,0.3832021,1.911636045,3.130672536,2.820684025,4.834994488,119.78,0.758127034,3.91406656,1.091386244,1369,3.63758616,73.2008,9.869415525,0,2,0,1,0,0,0,70700
-119.79,36.77,30,1610,410,1000,397,2.0357,4.055415617,1.032745592,2.518891688,0.254658385,0.397,1.61,3.126896309,2.814883367,4.832024803,119.79,0.8081729,4.14407449,1.11044204,900,3.433987204,61.071,8.255609572,0,2,0,1,0,0,0,60200
-119.8,36.77,52,2964,512,1114,486,3.8105,6.098765432,1.053497942,2.29218107,0.172739541,0.436265709,2.660682226,3.131853529,2.805544576,4.837472656,119.8,1.662390485,14.51991025,1.570801029,2704,3.970291914,198.146,23.23934568,1,3,0,1,0,0,0,87600
-119.8,36.78,50,1818,374,737,338,2.2614,5.378698225,1.106508876,2.180473373,0.205720572,0.458616011,2.466757123,3.140535389,2.801978296,4.845856756,119.8,1.037114247,5.11392996,1.182156551,2500,3.931825633,113.07,12.16338817,0,3,0,1,0,0,0,73000
-119.79,36.78,41,2227,462,1129,415,2.319,5.36626506,1.113253012,2.720481928,0.207453974,0.367581931,1.972542073,3.135591895,2.811328933,4.840418339,119.79,0.852422498,5.377761,1.199663533,1681,3.737669618,95.079,12.44436867,0,3,0,1,0,0,0,59100
-119.79,36.77,43,2323,502,1144,471,2.3967,4.932059448,1.06581741,2.428874735,0.216099871,0.411713287,2.030594406,3.126896309,2.814883367,4.832024803,119.79,0.986753234,5.74417089,1.222804372,1849,3.784189634,103.0581,11.82066688,0,3,0,1,0,0,0,58700
-119.81,36.78,52,2281,371,839,367,3.5972,6.215258856,1.010899183,2.286103542,0.162647961,0.437425507,2.718712753,3.145502906,2.792632158,4.851309689,119.81,1.573507032,12.93984784,1.525447423,2704,3.970291914,187.0544,22.35752916,1,3,0,1,0,0,0,89900
-119.81,36.77,49,1749,314,705,300,3.15,5.83,1.046666667,2.35,0.179531161,0.425531915,2.480851064,3.136834795,2.796210359,4.84293503,119.81,1.340425532,9.9225,1.423108334,2401,3.912023005,154.35,18.3645,0,3,0,1,0,0,0,72200
-119.81,36.77,48,1805,329,741,331,2.5804,5.453172205,0.993957704,2.238670695,0.182271468,0.446693657,2.435897436,3.136834795,2.796210359,4.84293503,119.81,1.152648313,6.65846416,1.275474526,2304,3.891820298,123.8592,14.07136556,0,3,0,1,0,0,0,78900
-119.81,36.77,43,2341,395,890,375,3.4265,6.242666667,1.053333333,2.373333333,0.168731311,0.421348315,2.630337079,3.136834795,2.796210359,4.84293503,119.81,1.44375,11.74090225,1.487609204,1849,3.784189634,147.3395,21.39049733,1,3,0,1,0,0,0,85000
-119.81,36.78,37,1965,364,796,335,3.625,5.865671642,1.086567164,2.376119403,0.18524173,0.420854271,2.468592965,3.145502906,2.792632158,4.851309689,119.81,1.525596734,13.140625,1.531476371,1369,3.63758616,134.125,21.2630597,1,2,0,1,0,0,0,83400
-119.82,36.78,36,1370,289,812,282,2.6127,4.858156028,1.024822695,2.879432624,0.210948905,0.34729064,1.687192118,3.150494331,2.783290565,4.85677709,119.82,0.907366256,6.82620129,1.284455415,1296,3.610917913,94.0572,12.69290426,0,2,0,1,0,0,0,69600
-119.82,36.77,41,1441,274,646,296,3.0568,4.868243243,0.925675676,2.182432432,0.190145732,0.458204334,2.230650155,3.141839991,2.78688076,4.848411874,119.82,1.400639009,9.34402624,1.400394485,1681,3.737669618,125.3288,14.88124595,0,3,0,1,0,0,0,71300
-119.82,36.77,36,2252,468,1117,442,2.9081,5.095022624,1.058823529,2.527149321,0.207815275,0.395702775,2.016114593,3.141839991,2.78688076,4.848411874,119.82,1.150743241,8.45704561,1.363051322,1296,3.610917913,104.6916,14.81683529,0,2,0,1,0,0,0,65600
-119.83,36.77,32,2867,615,1705,570,2.4286,5.029824561,1.078947368,2.99122807,0.214509941,0.33431085,1.681524927,3.146869004,2.777555827,4.853903141,119.83,0.811907331,5.89809796,1.232152015,1024,3.496507561,77.7152,12.21543193,0,2,0,1,0,0,0,68100
-119.83,36.77,23,2168,503,1190,425,2.625,5.101176471,1.183529412,2.8,0.23201107,0.357142857,1.821848739,3.146869004,2.777555827,4.853903141,119.83,0.9375,6.890625,1.287854288,529,3.17805383,60.375,13.39058824,0,1,0,1,0,0,0,71600
-119.83,36.78,30,3162,640,1660,639,2.8359,4.948356808,1.001564945,2.597809077,0.202403542,0.384939759,1.904819277,3.155509552,2.773953563,4.862258909,119.83,1.091650663,8.04232881,1.344404088,900,3.433987204,85.077,14.03304507,0,2,0,1,0,0,0,80300
-119.87,36.79,8,2875,548,1718,551,3.6522,5.217785844,0.994555354,3.117967332,0.190608696,0.320721769,1.673457509,3.184399556,2.733032815,4.892653646,119.87,1.171340047,13.33856484,1.537340226,64,2.197224577,29.2176,19.05639746,1,0,0,1,0,0,0,80200
-119.87,36.79,7,1932,419,1014,389,3.0938,4.966580977,1.077120823,2.606683805,0.216873706,0.383629191,1.905325444,3.184399556,2.733032815,4.892653646,119.87,1.186871992,9.57159844,1.409473634,49,2.079441542,21.6566,15.36560823,0,0,0,1,0,0,0,76700
-119.86,36.78,7,2232,490,1274,499,2.9853,4.472945892,0.981963928,2.553106212,0.21953405,0.391679749,1.751962323,3.170696852,2.74597057,4.878790393,119.86,1.169281554,8.91201609,1.382612592,49,2.079441542,20.8971,13.35308537,0,0,0,1,0,0,0,74700
-119.85,36.77,9,1142,314,620,283,2.0446,4.035335689,1.109540636,2.190812721,0.274956217,0.456451613,1.841935484,3.156998025,2.758920146,4.864928746,119.85,0.933260968,4.18038916,1.11336953,81,2.302585093,18.4014,8.25064735,0,0,0,1,0,0,0,81300
-119.85,36.77,27,1510,344,847,295,2.9315,5.118644068,1.166101695,2.871186441,0.22781457,0.348288076,1.782762692,3.156998025,2.758920146,4.864928746,119.85,1.021006494,8.59369225,1.369021032,729,3.33220451,79.1505,15.00530508,0,2,0,1,0,0,0,83200
-119.85,36.75,24,1143,245,608,240,2.8194,4.7625,1.020833333,2.533333333,0.214348206,0.394736842,1.879934211,3.139796893,2.766267588,4.848273889,119.85,1.112921053,7.94901636,1.340093342,576,3.218875825,67.6656,13.4273925,0,1,0,1,0,0,0,81100
-119.87,36.76,34,1649,323,919,316,2.875,5.21835443,1.022151899,2.908227848,0.195876289,0.343852013,1.794341676,3.158644097,2.743986583,4.867699837,119.87,0.988574538,8.265625,1.354545663,1156,3.555348061,97.75,15.00276899,0,2,0,1,0,0,0,74500
-119.9,36.79,22,1970,332,1066,319,3.3125,6.175548589,1.040752351,3.34169279,0.168527919,0.299249531,1.848030019,3.199824766,2.705070123,4.909327215,119.9,0.991264071,10.97265625,1.461517782,484,3.135494216,72.875,20.4565047,0,1,0,1,0,0,0,106100
-119.89,36.76,17,1987,335,1152,313,4.1719,6.348242812,1.07028754,3.680511182,0.168595873,0.271701389,1.724826389,3.168987935,2.725414899,4.878858237,119.89,1.133511024,17.40474961,1.643240126,289,2.890371758,70.9223,26.48423419,1,1,0,1,0,0,0,126400
-119.92,36.77,18,1422,243,702,230,3.6204,6.182608696,1.056521739,3.052173913,0.170886076,0.327635328,2.025641026,3.193183134,2.693849359,4.903965508,119.92,1.18617094,13.10729616,1.530481281,324,2.944438979,65.1672,22.38351652,1,1,0,1,0,0,0,119800
-120.08,36.79,38,1446,285,928,255,2.9808,5.670588235,1.117647059,3.639215686,0.197095436,0.274784483,1.558189655,3.296596204,2.538271138,5.011975429,120.08,0.819077586,8.88516864,1.381482804,1444,3.663561646,113.2704,16.90288941,0,2,0,1,0,0,0,89600
-120.21,36.77,20,1745,348,1093,302,2.3194,5.778145695,1.152317881,3.619205298,0.199426934,0.276303751,1.59652333,3.354515245,2.427194341,5.072784216,120.21,0.64085892,5.37961636,1.199784044,400,3.044522438,46.388,13.40183113,0,1,0,1,0,0,0,90600
-120.1,36.66,19,2020,416,1341,360,1.7,5.611111111,1.155555556,3.725,0.205940594,0.268456376,1.506338553,3.201010861,2.573444845,4.918804296,120.1,0.456375839,2.89,0.993251773,361,2.995732274,32.3,9.538888889,0,1,0,1,0,0,0,69000
-119.98,36.74,26,1453,251,896,260,3.4861,5.588461538,0.965384615,3.446153846,0.172746043,0.290178571,1.621651786,3.199844767,2.649847235,4.913368264,119.98,1.011591518,12.15289321,1.500983727,676,3.295836866,90.6386,19.48193577,1,1,0,1,0,0,0,112500
-120,36.7,33,1902,370,1168,358,2.6852,5.312849162,1.033519553,3.262569832,0.194532072,0.306506849,1.628424658,3.177331354,2.647433922,4.892238721,120,0.823032192,7.21029904,1.304324798,1089,3.526360525,88.6116,14.26606257,0,2,0,1,0,0,0,70800
-120.04,36.74,14,3182,730,2298,721,1.6168,4.41331484,1.012482663,3.187239945,0.229415462,0.313751088,1.384682332,3.232794848,2.594718168,4.948035539,120.04,0.507272759,2.61404224,0.961952197,196,2.708050201,22.6352,7.135447434,0,1,0,1,0,0,0,71800
-120.05,36.72,24,1961,422,1559,374,1.8299,5.243315508,1.128342246,4.168449198,0.215196328,0.23989737,1.257857601,3.221781577,2.593621092,4.937627133,120.05,0.438988198,3.34853401,1.040241375,576,3.218875825,43.9176,9.594743048,0,1,0,1,0,0,0,57800
-120.08,36.72,22,1339,251,820,276,3.6,4.851449275,0.90942029,2.971014493,0.187453323,0.336585366,1.632926829,3.238696424,2.56624363,4.955239217,120.08,1.211707317,12.96,1.526056303,484,3.135494216,79.2,17.46521739,1,1,0,1,0,0,0,83200
-120.06,36.72,32,981,237,736,249,1.8,3.939759036,0.951807229,2.955823293,0.241590214,0.338315217,1.332880435,3.227398725,2.584488802,4.943484571,120.06,0.608967391,3.24,1.029619417,1024,3.496507561,57.6,7.091566265,0,2,0,1,0,0,0,60400
-120.07,36.74,19,2627,502,1295,441,3.087,5.9569161,1.138321995,2.936507937,0.191092501,0.340540541,2.028571429,3.249560052,2.56723555,4.965550292,120.07,1.051248649,9.529569,1.407811205,361,2.995732274,58.653,18.389,0,1,0,1,0,0,0,88200
-119.95,36.8,30,1233,214,620,199,3.4297,6.195979899,1.075376884,3.115577889,0.173560422,0.320967742,1.988709677,3.234480566,2.654875961,4.945651595,119.95,1.100823065,11.76284209,1.488331862,900,3.433987204,102.891,21.25035226,1,2,0,1,0,0,0,112500
-119.99,36.8,45,1270,242,598,214,3.2813,5.934579439,1.130841121,2.794392523,0.190551181,0.357859532,2.123745819,3.255759286,2.617711667,4.968317794,119.99,1.174244482,10.76692969,1.454256702,2025,3.828641396,147.6585,19.47313551,0,3,0,1,0,0,0,105400
-120.02,36.8,25,1270,255,1050,245,2.1618,5.183673469,1.040816327,4.285714286,0.200787402,0.233333333,1.20952381,3.27194843,2.589893892,4.98546043,120.02,0.50442,4.67337924,1.151141486,625,3.258096538,54.045,11.20606531,0,1,0,1,0,0,0,55300
-120.04,36.79,48,1341,239,671,208,2.7917,6.447115385,1.149038462,3.225961538,0.178225205,0.309985097,1.998509687,3.274483552,2.575183949,4.988785995,120.04,0.865385395,7.79358889,1.332814467,2304,3.891820298,134.0016,17.99841202,0,3,0,1,0,0,0,82800
-119.91,36.83,29,2205,366,1072,345,3.8056,6.391304348,1.060869565,3.107246377,0.165986395,0.321828358,2.056902985,3.239248143,2.681403433,4.948122442,119.91,1.22475,14.48259136,1.569781905,841,3.401197382,110.3624,24.32274783,1,2,0,1,0,0,0,165400
-119.88,36.81,30,2288,474,1435,425,1.3221,5.383529412,1.115294118,3.376470588,0.207167832,0.296167247,1.594425087,3.206702127,2.716539043,4.914845847,119.88,0.391562718,1.74794841,0.842471949,900,3.433987204,39.663,7.117564235,0,2,0,1,0,0,0,61200
-119.85,36.83,15,2563,335,1080,356,6.7181,7.199438202,0.941011236,3.033707865,0.130706204,0.32962963,2.373148148,3.208796118,2.737636274,4.915043001,119.85,2.214484815,45.13286761,2.04356822,225,2.772588722,100.7715,48.36654579,2,1,0,1,0,0,0,160300
-119.85,36.83,11,2497,427,1101,405,4.8036,6.165432099,1.054320988,2.718518519,0.171005206,0.367847411,2.267938238,3.208796118,2.737636274,4.915043001,119.85,1.766991826,23.07457296,1.758478415,121,2.48490665,52.8396,29.61626963,1,0,0,1,0,0,0,141600
-119.86,36.82,12,1488,253,675,223,4.7622,6.67264574,1.134529148,3.02690583,0.170026882,0.33037037,2.204444444,3.205174337,2.731732485,4.912162426,119.86,1.573289778,22.67854884,1.751319346,144,2.564949357,57.1464,31.77647354,1,0,0,1,0,0,0,89300
-119.85,36.82,9,3995,778,1691,712,3.3239,5.610955056,1.092696629,2.375,0.194743429,0.421052632,2.362507392,3.200143205,2.74110386,4.906675219,119.85,1.399536842,11.04831121,1.464157773,81,2.302585093,29.9151,18.65025351,0,0,0,1,0,0,0,91300
-119.85,36.82,15,1387,236,638,195,5.5842,7.112820513,1.21025641,3.271794872,0.170151406,0.305642633,2.173981191,3.200143205,2.74110386,4.906675219,119.85,1.706769592,31.18328964,1.88467284,225,2.772588722,83.763,39.71941231,1,1,0,1,0,0,0,88900
-119.85,36.82,16,1852,274,887,286,5.5405,6.475524476,0.958041958,3.101398601,0.147948164,0.322435175,2.087936866,3.200143205,2.74110386,4.906675219,119.85,1.786452086,30.69714025,1.878013615,256,2.833213344,88.648,35.87764336,1,1,0,1,0,0,0,119300
-119.87,36.81,6,1891,341,969,330,4.6726,5.73030303,1.033333333,2.936363636,0.180327869,0.340557276,1.951496388,3.201610927,2.725889281,4.9093209,119.87,1.591287926,21.83319076,1.735647566,36,1.945910149,28.0356,26.77541394,1,0,0,1,0,0,0,107800
-119.85,36.81,15,1743,310,1011,325,3.755,5.363076923,0.953846154,3.110769231,0.177854274,0.321463897,1.724035608,3.191498164,2.7446035,4.898313557,119.85,1.207096934,14.100025,1.559196696,225,2.772588722,56.325,20.13835385,1,1,0,1,0,0,0,68000
-119.85,36.8,14,1876,324,1031,311,3.6563,6.032154341,1.041800643,3.31511254,0.172707889,0.301648885,1.819592629,3.18286106,2.748135071,4.889958047,119.85,1.102918817,13.36852969,1.538221141,196,2.708050201,51.1882,22.05536592,1,1,0,1,0,0,0,88800
-119.85,36.8,14,4177,914,2300,867,2.9565,4.817762399,1.054209919,2.652825836,0.218817333,0.376956522,1.816086957,3.18286106,2.748135071,4.889958047,119.85,1.114471957,8.74089225,1.375359796,196,2.708050201,41.391,14.24371453,0,1,0,1,0,0,0,73000
-119.86,36.8,18,2536,516,1196,466,2.5595,5.442060086,1.107296137,2.566523605,0.203470032,0.389632107,2.120401338,3.187919467,2.738787756,4.895463992,119.86,0.997263378,6.55104025,1.269620086,324,2.944438979,46.071,13.92895279,0,1,0,1,0,0,0,67900
-119.82,36.83,14,2982,412,1408,423,5.3241,7.04964539,0.973995272,3.328605201,0.138162307,0.300426136,2.117897727,3.193883926,2.765812063,4.898695102,119.82,1.599498793,28.34604081,1.844367732,196,2.708050201,74.5374,37.53301702,1,1,0,1,0,0,0,123000
-119.82,36.83,16,2868,376,1016,379,6.1175,7.567282322,0.992084433,2.680738786,0.131101813,0.373031496,2.822834646,3.193883926,2.765812063,4.898695102,119.82,2.282020177,37.42380625,1.96255654,256,2.833213344,97.88,46.2928496,1,1,0,1,0,0,0,144700
-119.84,36.82,17,2807,376,996,353,5.5357,7.95184136,1.065155807,2.821529745,0.133950837,0.354417671,2.818273092,3.195135448,2.750479662,4.901202271,119.84,1.9619499,30.64397449,1.877279457,289,2.890371758,94.1069,44.01900822,1,1,0,1,0,0,0,167700
-119.82,36.82,28,2268,336,752,330,5.2809,6.872727273,1.018181818,2.278787879,0.148148148,0.438829787,3.015957447,3.185190501,2.769244368,4.890299347,119.82,2.317416223,27.88790481,1.837513282,784,3.36729583,147.8652,36.29418545,1,2,0,1,0,0,0,151500
-119.82,36.81,25,3305,551,1149,500,5.0698,6.61,1.102,2.298,0.166717095,0.43516101,2.876414273,3.176504766,2.77270849,4.881909637,119.82,2.206179286,25.70287204,1.803325656,625,3.258096538,126.745,33.511378,1,1,0,1,0,0,0,150900
-119.77,36.85,8,1519,234,711,248,5.9897,6.125,0.943548387,2.866935484,0.154048716,0.348804501,2.136427567,3.187048247,2.806200344,4.888639453,119.77,2.089234318,35.87650609,1.944437637,64,2.197224577,47.9176,36.6869125,1,0,0,1,0,0,0,123600
-119.77,36.84,15,1924,262,848,277,5.3886,6.945848375,0.945848375,3.061371841,0.136174636,0.326650943,2.268867925,3.178273199,2.809512123,4.880185417,119.77,1.760191274,29.03700996,1.854515152,225,2.772588722,80.829,37.42839856,1,1,0,1,0,0,0,125300
-119.77,36.84,15,2058,412,891,378,3.2569,5.444444444,1.08994709,2.357142857,0.200194363,0.424242424,2.30976431,3.178273199,2.809512123,4.880185417,119.77,1.381715152,10.60739761,1.448541196,225,2.772588722,48.8535,17.73201111,0,1,0,1,0,0,0,124400
-119.78,36.84,7,4907,1075,2014,909,3.2147,5.398239824,1.182618262,2.215621562,0.219074791,0.451340616,2.436444886,3.183087578,2.800083993,4.885538629,119.78,1.450924677,10.33429609,1.438578415,49,2.079441542,22.5029,17.35372156,0,0,0,1,0,0,0,111900
-119.78,36.85,12,782,166,292,164,2.8274,4.768292683,1.012195122,1.780487805,0.212276215,0.561643836,2.678082192,3.19184939,2.79676105,4.893983418,119.78,1.587991781,7.99419076,1.342185721,144,2.564949357,33.9288,13.48187073,0,0,0,1,0,0,0,79500
-119.78,36.86,8,3468,675,1604,626,4.2071,5.539936102,1.07827476,2.562300319,0.194636678,0.390274314,2.162094763,3.200618461,2.793469952,4.902434059,119.78,1.641923067,17.69969041,1.650023079,64,2.197224577,33.6568,23.30706518,1,0,0,1,0,0,0,128300
-119.79,36.85,11,2596,619,1765,539,1.9511,4.816326531,1.148423006,3.27458256,0.23844376,0.305382436,1.47082153,3.196674605,2.787325666,4.899341966,119.79,0.595831671,3.80679121,1.082177982,121,2.48490665,21.4621,9.397134694,0,0,0,1,0,0,0,54000
-119.79,36.84,22,1529,375,1543,395,1.7926,3.870886076,0.949367089,3.906329114,0.245258339,0.255994815,0.990926766,3.187926055,2.790659845,4.890906429,119.79,0.458896306,3.21341476,1.026973062,484,3.135494216,39.4372,6.93895038,0,1,0,1,0,0,0,51700
-119.81,36.85,17,2340,370,1174,396,4.2304,5.909090909,0.934343434,2.964646465,0.158119658,0.337308348,1.99318569,3.206396814,2.76846679,4.910102616,119.81,1.426949233,17.89628416,1.654487757,289,2.890371758,71.9168,24.99781818,1,1,0,1,0,0,0,94400
-119.82,36.84,7,2289,342,1077,354,5.4868,6.466101695,0.966101695,3.042372881,0.149410223,0.328690808,2.125348189,3.202584976,2.762411695,4.907096871,119.82,1.803460724,30.10497424,1.869769343,49,2.079441542,38.4076,35.47820678,1,0,0,1,0,0,0,158800
-119.78,36.83,11,2754,663,1328,604,2.3667,4.559602649,1.097682119,2.198675497,0.240740741,0.454819277,2.073795181,3.174333084,2.803438669,4.877099722,119.78,1.076420783,5.60126889,1.213933036,121,2.48490665,26.0337,10.79121159,0,0,0,1,0,0,0,69300
-119.79,36.82,25,2330,462,1215,467,3.2143,4.989293362,0.989293362,2.601713062,0.198283262,0.38436214,1.917695473,3.170451156,2.797423524,4.874053108,119.79,1.235455226,10.33172449,1.438483504,625,3.258096538,80.3575,16.03708565,0,1,0,1,0,0,0,93000
-119.8,36.83,17,1560,261,709,258,4.3315,6.046511628,1.011627907,2.748062016,0.167307692,0.363892807,2.200282087,3.184060698,2.784617096,4.887868421,119.8,1.576201693,18.76189225,1.673632624,289,2.890371758,73.6355,26.19046512,1,1,0,1,0,0,0,95800
-119.79,36.83,15,3356,694,1232,627,2.2215,5.352472089,1.106858054,1.964912281,0.206793802,0.508928571,2.724025974,3.179184885,2.794025836,4.8824768,119.79,1.130584821,4.93506225,1.16984709,225,2.772588722,33.3225,11.89051675,0,1,0,1,0,0,0,72200
-119.79,36.82,23,4358,819,1852,802,3.4167,5.433915212,1.021197007,2.309226933,0.187930243,0.433045356,2.353131749,3.170451156,2.797423524,4.874053108,119.79,1.479586069,11.67383889,1.485392811,529,3.17805383,78.5841,18.5660581,1,1,0,1,0,0,0,105200
